Ticket_ID,Event_Time,Alert_Source,Alert_Type,Detection_Tool,Severity,Confidence_Level,Confidence_Band,Affected_Asset,User_Role,Indicators_Present,Short_Description,Category_Label,Risk_Score,MITRE_Tactic,MITRE_Technique,Possible_CVE,Enrichment_Context,Immediate_Containment,Playbook_Steps,Recommended_Action,Expected_Action,Decision_Correct
1027,2026-02-10T10:55:02Z,Identity Provider,Authentication Failure Anomaly,Duo Security,MEDIUM,62,MEDIUM,User Account,Staff,MFA push anomaly;new device;off-hours login,MFA push accepted from unregistered device during off-hours; potential account takeover.,Authentication Anomaly,3.75,TA0006 - Credential Access / TA0001 - Initial Access,T1621 - Multi-Factor Authentication Request Generation,N/A (MFA fatigue or push hijack; no CVE applicable),MFA push accepted from an unregistered device during off-hours is consistent with MFA fatigue attack or SIM-swapping. The attacker may have the user's password and is relying on the user accidentally approving the push.,Revoke the suspicious session. Remove the unregistered device from MFA trusted devices. Contact user immediately.,"1. Revoke the active session created after the suspicious MFA push.
2. Remove the unregistered device from the user's MFA trusted device list.
3. Contact the user via phone to determine whether they approved the push intentionally.
4. If unintentional: reset password and re-enrol MFA on verified device only.
5. Review all actions taken in the session after the MFA push was accepted.
6. Enable number-matching or additional context in MFA push to prevent future fatigue attacks.
7. Escalate to Tier-2 if sensitive data was accessed in the suspicious session.",Investigate,Investigate,YES
1028,2026-02-10T13:30:17Z,Identity Provider,Authentication Failure Anomaly,Splunk SIEM,LOW,30,LOW,User Account,Staff,failed login;single attempt;known user,Single failed login attempt from known user on known device; likely mistyped password.,Authentication Anomaly,1.0,TA0006 - Credential Access / TA0001 - Initial Access,T1110.001 - Brute Force: Password Guessing,N/A (credential attack; no CVE applicable),Brute-force volume and speed indicate an automated credential attack tool. Source IP may belong to a botnet. Account lockout policy effectiveness should be reviewed. Check whether any login ultimately succeeded from the attacking IP before lockout.,Block the attacking IP at the perimeter firewall. Lock the targeted account. Review and tighten account lockout policy threshold.,"1. Block the attacking source IP at the perimeter firewall.
2. Lock the targeted account in the identity provider.
3. Verify that no successful login occurred from the attacking IP before lockout triggered.
4. If a successful login occurred: treat as full account compromise and follow impossible travel playbook.
5. Review account lockout policy — tighten threshold to 5-10 failed attempts if currently higher.
6. Check whether the same source IP targeted other accounts.
7. Submit source IP to threat intel platform.
8. Reset account password and unlock after confirmation with the account owner.",Close - False Positive,Close - False Positive,YES
1029,2026-02-11T01:05:50Z,Identity Provider,Authentication Failure Anomaly,Okta,HIGH,76,HIGH,User Account,Admin,password spray;30 accounts targeted;rotating IPs,Password spray detected across 30+ accounts using rotating source IPs to evade lockout policy.,Authentication Anomaly,7.5,TA0006 - Credential Access / TA0001 - Initial Access,T1110.003 - Brute Force: Password Spraying,N/A (credential attack; no CVE applicable),Low-volume attempts distributed across many accounts are designed to evade lockout policies. Rotating source IPs indicate automation. Common passwords tried typically follow Season+Year or Company+Year patterns. No successful logins confirmed yet but this requires immediate monitoring.,Block the source IP subnet at perimeter. Enable risk-based conditional access policy for affected accounts.,"1. Block the source IP subnet at perimeter firewall.
2. Query the identity provider for any successful authentication from the attacking IPs across all targeted accounts.
3. Force password reset for any account with a confirmed successful login.
4. Enable risk-based conditional access (Azure AD Identity Protection or Okta ThreatInsight) for all targeted accounts.
5. Notify all targeted users to change passwords if they use predictable patterns (e.g., Season+Year).
6. Monitor for follow-on spray attempts from new IP ranges.
7. Escalate to Tier-2 if any accounts are confirmed compromised.",Escalate,Escalate,YES
1030,2026-02-11T07:40:33Z,Identity Provider,Authentication Failure Anomaly,Azure AD,MEDIUM,55,MEDIUM,User Account,Staff,impossible travel;low confidence;VPN flagged,Impossible travel alert triggered but VPN usage partially explains geolocation discrepancy.,Authentication Anomaly,3.75,TA0006 - Credential Access / TA0001 - Initial Access,T1078.004 - Cloud Accounts / Valid Accounts,N/A (credential stuffing or account compromise; no CVE applicable),Impossible travel or TOR exit node login is a strong indicator of account compromise. The attacker may be using previously stolen credentials. Admin accounts under this indicator represent a critical risk due to elevated privileges.,Revoke all active sessions for the account immediately. Suspend the account pending user verification.,"1. Revoke all active sessions for the account in the identity provider (Okta, Azure AD).
2. Suspend the account to prevent further access.
3. Contact the user via a verified out-of-band channel (phone call, not email) to confirm whether the login was authorised.
4. If confirmed unauthorised: reset password, revoke all MFA devices, and re-enrol MFA on a verified device.
5. Review the audit log for all actions taken during the foreign or TOR session (data access, downloads, setting changes).
6. If an admin account: check for new account creation, privilege escalation, or configuration changes.
7. Submit the source IP to threat intel and check for known credential-stuffing campaign association.
8. Escalate to Tier-2 if any data access or privilege misuse is confirmed during the suspicious session.",Investigate,Investigate,YES
1031,2026-02-11T11:10:08Z,Identity Provider,Authentication Failure Anomaly,Duo Security,LOW,21,LOW,User Account,Staff,MFA push;user confirmed;known device,MFA push accepted from known device; user confirmed action via callback.,Authentication Anomaly,1.0,TA0006 - Credential Access / TA0001 - Initial Access,T1621 - Multi-Factor Authentication Request Generation,N/A (MFA fatigue or push hijack; no CVE applicable),MFA push accepted from an unregistered device during off-hours is consistent with MFA fatigue attack or SIM-swapping. The attacker may have the user's password and is relying on the user accidentally approving the push.,Revoke the suspicious session. Remove the unregistered device from MFA trusted devices. Contact user immediately.,"1. Revoke the active session created after the suspicious MFA push.
2. Remove the unregistered device from the user's MFA trusted device list.
3. Contact the user via phone to determine whether they approved the push intentionally.
4. If unintentional: reset password and re-enrol MFA on verified device only.
5. Review all actions taken in the session after the MFA push was accepted.
6. Enable number-matching or additional context in MFA push to prevent future fatigue attacks.
7. Escalate to Tier-2 if sensitive data was accessed in the suspicious session.",Close - Resolved,Close - Resolved,YES
1032,2026-02-11T15:25:44Z,Identity Provider,Authentication Failure Anomaly,Splunk SIEM,MEDIUM,50,MEDIUM,User Account,Admin,brute force;account locked;10 attempts,Account locked after 10 failed attempts from external IP; standard lockout policy triggered.,Authentication Anomaly,3.75,TA0006 - Credential Access / TA0001 - Initial Access,T1110.001 - Brute Force: Password Guessing,N/A (credential attack; no CVE applicable),Brute-force volume and speed indicate an automated credential attack tool. Source IP may belong to a botnet. Account lockout policy effectiveness should be reviewed. Check whether any login ultimately succeeded from the attacking IP before lockout.,Block the attacking IP at the perimeter firewall. Lock the targeted account. Review and tighten account lockout policy threshold.,"1. Block the attacking source IP at the perimeter firewall.
2. Lock the targeted account in the identity provider.
3. Verify that no successful login occurred from the attacking IP before lockout triggered.
4. If a successful login occurred: treat as full account compromise and follow impossible travel playbook.
5. Review account lockout policy — tighten threshold to 5-10 failed attempts if currently higher.
6. Check whether the same source IP targeted other accounts.
7. Submit source IP to threat intel platform.
8. Reset account password and unlock after confirmation with the account owner.",Investigate,Investigate,YES
1033,2026-02-12T02:00:11Z,Identity Provider,Authentication Failure Anomaly,Okta,CRITICAL,88,HIGH,User Account,Admin,impossible travel;TOR exit node;admin privileges,Admin account authenticated from a known TOR exit node; high-risk geolocation.,Authentication Anomaly,9.5,TA0006 - Credential Access / TA0001 - Initial Access,T1078.004 - Cloud Accounts / Valid Accounts,N/A (credential stuffing or account compromise; no CVE applicable),Impossible travel or TOR exit node login is a strong indicator of account compromise. The attacker may be using previously stolen credentials. Admin accounts under this indicator represent a critical risk due to elevated privileges.,Revoke all active sessions for the account immediately. Suspend the account pending user verification.,"1. Revoke all active sessions for the account in the identity provider (Okta, Azure AD).
2. Suspend the account to prevent further access.
3. Contact the user via a verified out-of-band channel (phone call, not email) to confirm whether the login was authorised.
4. If confirmed unauthorised: reset password, revoke all MFA devices, and re-enrol MFA on a verified device.
5. Review the audit log for all actions taken during the foreign or TOR session (data access, downloads, setting changes).
6. If an admin account: check for new account creation, privilege escalation, or configuration changes.
7. Submit the source IP to threat intel and check for known credential-stuffing campaign association.
8. Escalate to Tier-2 if any data access or privilege misuse is confirmed during the suspicious session.",Escalate,Escalate,YES
1034,2026-02-12T09:30:59Z,Identity Provider,Authentication Failure Anomaly,Azure AD,HIGH,73,MEDIUM,User Account,Service,service account anomaly;off-hours;new geolocation,Service account authenticated from new geolocation during off-hours; no change request on file.,Authentication Anomaly,5.62,TA0006 - Credential Access / TA0001 - Initial Access,T1621 - Multi-Factor Authentication Request Generation,N/A (MFA fatigue or push hijack; no CVE applicable),MFA push accepted from an unregistered device during off-hours is consistent with MFA fatigue attack or SIM-swapping. The attacker may have the user's password and is relying on the user accidentally approving the push.,Revoke the suspicious session. Remove the unregistered device from MFA trusted devices. Contact user immediately.,"1. Revoke the active session created after the suspicious MFA push.
2. Remove the unregistered device from the user's MFA trusted device list.
3. Contact the user via phone to determine whether they approved the push intentionally.
4. If unintentional: reset password and re-enrol MFA on verified device only.
5. Review all actions taken in the session after the MFA push was accepted.
6. Enable number-matching or additional context in MFA push to prevent future fatigue attacks.
7. Escalate to Tier-2 if sensitive data was accessed in the suspicious session.",Investigate,Investigate,YES
1035,2026-02-12T14:05:27Z,Identity Provider,Authentication Failure Anomaly,Duo Security,LOW,29,LOW,User Account,Staff,single failed attempt;vacation mode active;self-reported,User on approved leave; single failed attempt; user confirmed accidental login attempt.,Authentication Anomaly,1.0,TA0006 - Credential Access / TA0001 - Initial Access,N/A - Confirmed false positive,N/A,Authentication event has been confirmed as legitimate by the account owner or is consistent with known device and location patterns. No threat indicators present.,No containment required.,"1. Confirm legitimacy with account owner via verified channel.
2. Document the confirmation and rationale.
3. Close ticket as false positive or resolved.",Close - False Positive,Close - False Positive,YES
1036,2026-02-12T18:50:03Z,Identity Provider,Authentication Failure Anomaly,Splunk SIEM,MEDIUM,57,MEDIUM,User Account,Staff,password spray;low volume;5 accounts,Low-volume password spray targeting 5 accounts; below lockout threshold but pattern detected.,Authentication Anomaly,3.75,TA0006 - Credential Access / TA0001 - Initial Access,T1110.003 - Brute Force: Password Spraying,N/A (credential attack; no CVE applicable),Low-volume attempts distributed across many accounts are designed to evade lockout policies. Rotating source IPs indicate automation. Common passwords tried typically follow Season+Year or Company+Year patterns. No successful logins confirmed yet but this requires immediate monitoring.,Block the source IP subnet at perimeter. Enable risk-based conditional access policy for affected accounts.,"1. Block the source IP subnet at perimeter firewall.
2. Query the identity provider for any successful authentication from the attacking IPs across all targeted accounts.
3. Force password reset for any account with a confirmed successful login.
4. Enable risk-based conditional access (Azure AD Identity Protection or Okta ThreatInsight) for all targeted accounts.
5. Notify all targeted users to change passwords if they use predictable patterns (e.g., Season+Year).
6. Monitor for follow-on spray attempts from new IP ranges.
7. Escalate to Tier-2 if any accounts are confirmed compromised.",Investigate,Investigate,YES
1037,2026-02-10T03:20:14Z,Network Monitoring,Unusual Network Traffic,Darktrace,CRITICAL,93,HIGH,Network Segment,Service,large outbound transfer;after hours;unknown external destination,2 GB outbound data transfer to uncategorised external IP detected between 2-3 AM.,Network Anomaly,9.5,TA0010 - Exfiltration / TA0011 - Command and Control,T1048 - Exfiltration Over Alternative Protocol,N/A (post-exploitation exfiltration; no CVE applicable),Large outbound transfer after hours to an uncategorised destination is a high-fidelity exfiltration indicator. Volume and timing are inconsistent with normal business operations. Investigate the originating host for malware or insider threat activity.,Block outbound traffic from the originating host to the external destination at the perimeter firewall. Isolate the host if malware is suspected.,"1. Block outbound traffic from the source host to the external destination IP at the perimeter firewall.
2. Identify the originating process on the host responsible for the transfer via EDR telemetry.
3. Determine what data was transferred: classify the data type and sensitivity.
4. Check whether the destination IP is on any threat intel blacklist.
5. If malware is suspected as the cause: isolate the host and follow the Malware playbook.
6. If insider threat is suspected: preserve evidence, do not alert the user, and escalate to Tier-2 and HR.
7. Submit destination IP and any associated domains as IOCs.
8. File an incident report and determine whether a data breach notification is required.",Escalate,Escalate,YES
1038,2026-02-10T08:05:37Z,Network Monitoring,Unusual Network Traffic,Palo Alto NGFW,HIGH,80,HIGH,Network Segment,Staff,DNS tunnelling;high query frequency;single domain,DNS tunnelling pattern detected; high-frequency queries to a single low-TTL external domain.,Network Anomaly,7.5,TA0010 - Exfiltration / TA0011 - Command and Control,T1071.004 - Application Layer Protocol: DNS,N/A (DNS abuse; no CVE applicable),DNS tunnelling is used by attackers to exfiltrate data or maintain C2 communication while evading traditional firewall controls. High-frequency queries to a single low-TTL domain are a strong indicator. Identify the host generating the queries and treat as likely compromised.,Block the destination domain at the DNS resolver and sinkholes. Isolate the originating host.,"1. Identify the internal host generating the high-frequency DNS queries.
2. Block the queried domain at the internal DNS resolver and all DNS sinkholes.
3. Isolate the originating host from the network.
4. Analyse DNS query content for encoded data patterns (Base64, hex encoding in subdomains).
5. Review the host for malware consistent with DNS-tunnelling tools (Iodine, DNScat).
6. Check how long the tunnelling has been active and estimate data volume transferred.
7. Submit the malicious domain as an IOC.
8. Escalate to Tier-2 for full forensic investigation.",Escalate,Escalate,YES
1039,2026-02-10T12:45:22Z,Network Monitoring,Unusual Network Traffic,Zeek IDS,MEDIUM,60,MEDIUM,Network Segment,Staff,internal port scan;DMZ target;single host,Internal workstation performing port scan of DMZ hosts; potential reconnaissance activity.,Network Anomaly,3.75,TA0010 - Exfiltration / TA0011 - Command and Control,T1046 - Network Service Scanning,CVE-2017-0144 (EternalBlue/WannaCry) - commonly exploited after internal SMB scanning,Internal port scanning targeting the DMZ or other segments indicates an attacker or compromised host mapping the network for lateral movement opportunities. SMB scanning may indicate preparation for EternalBlue exploitation.,Block the scanning host from communicating with DMZ segment at the internal firewall. Investigate the scanning host for compromise.,"1. Block traffic from the scanning host to DMZ and other sensitive segments at the internal firewall.
2. Investigate the scanning host via EDR telemetry for the process responsible for the scan.
3. Determine whether the scan was generated by an approved asset discovery tool or unauthorised software.
4. If unauthorised: treat host as compromised and follow Malware playbook.
5. Review patch status for CVE-2017-0144 across all hosts in the scanned range.
6. Check for any successful connections made to open ports discovered during the scan.
7. Document findings and escalate to Tier-2 if compromise is confirmed.",Investigate,Investigate,YES
1040,2026-02-10T16:30:09Z,Network Monitoring,Unusual Network Traffic,Cisco Stealthwatch,LOW,27,LOW,Network Segment,Staff,minor traffic spike;business hours;known CDN,Traffic spike detected during business hours to known CDN; consistent with software update activity.,Network Anomaly,1.0,TA0010 - Exfiltration / TA0011 - Command and Control,N/A - Likely false positive,N/A,"Traffic pattern is consistent with legitimate business activity: scheduled backup, software update distribution from a known CDN, or an approved asset discovery tool. Low risk indicator.",No immediate containment required.,"1. Verify the traffic source and destination against approved application and backup schedules.
2. Confirm the CDN or destination is on the approved vendor list.
3. If confirmed legitimate: whitelist the traffic pattern to reduce future alert noise.
4. Document and close ticket as false positive or resolved.",Close - False Positive,Close - False Positive,YES
1041,2026-02-11T01:55:41Z,Network Monitoring,Unusual Network Traffic,Darktrace,HIGH,77,HIGH,Network Segment,Service,blacklisted IP;C2 pattern;non-standard port,Internal host communicating with threat-intel blacklisted IP on non-standard port 4444.,Network Anomaly,7.5,TA0010 - Exfiltration / TA0011 - Command and Control,T1095 - Non-Application Layer Protocol / T1571 - Non-Standard Port,CVE-2021-44228 (Log4Shell) or CVE-2021-26084 (Confluence RCE) - common vectors for establishing C2,Communication to a known-malicious or blacklisted IP on a non-standard port strongly indicates active C2 communication. The originating host should be treated as compromised. Non-standard ports are used to evade firewall rules that only inspect common ports.,Block the destination IP at the perimeter firewall immediately. Isolate the originating host via EDR.,"1. Block the C2 IP and any associated domains at the perimeter firewall.
2. Isolate the originating internal host via EDR quarantine.
3. Review the host for malware persistence mechanisms.
4. Decode and analyse any encoded payload captured in the traffic.
5. Check threat intel for the C2 IP — identify malware family if possible.
6. Review CVE-2021-44228 and CVE-2021-26084 patch status on the affected host.
7. Submit the C2 IP, port, and payload hash as IOCs.
8. Escalate to Tier-2 for full incident investigation.",Escalate,Escalate,YES
1042,2026-02-11T09:20:18Z,Network Monitoring,Unusual Network Traffic,Palo Alto NGFW,MEDIUM,53,MEDIUM,Network Segment,Staff,lateral movement pattern;SMB traffic;internal host,Unusual SMB traffic between internal hosts; may indicate lateral movement or misconfigured service.,Network Anomaly,3.75,TA0010 - Exfiltration / TA0011 - Command and Control,T1046 - Network Service Scanning,CVE-2017-0144 (EternalBlue/WannaCry) - commonly exploited after internal SMB scanning,Internal port scanning targeting the DMZ or other segments indicates an attacker or compromised host mapping the network for lateral movement opportunities. SMB scanning may indicate preparation for EternalBlue exploitation.,Block the scanning host from communicating with DMZ segment at the internal firewall. Investigate the scanning host for compromise.,"1. Block traffic from the scanning host to DMZ and other sensitive segments at the internal firewall.
2. Investigate the scanning host via EDR telemetry for the process responsible for the scan.
3. Determine whether the scan was generated by an approved asset discovery tool or unauthorised software.
4. If unauthorised: treat host as compromised and follow Malware playbook.
5. Review patch status for CVE-2017-0144 across all hosts in the scanned range.
6. Check for any successful connections made to open ports discovered during the scan.
7. Document findings and escalate to Tier-2 if compromise is confirmed.",Investigate,Investigate,YES
1043,2026-02-11T13:55:05Z,Network Monitoring,Unusual Network Traffic,Zeek IDS,LOW,31,LOW,Network Segment,Staff,low volume;known peer;normal protocol,Low-volume traffic to known internal peer over standard protocol; no anomalous behaviour.,Network Anomaly,1.0,TA0010 - Exfiltration / TA0011 - Command and Control,N/A - Likely false positive,N/A,"Traffic pattern is consistent with legitimate business activity: scheduled backup, software update distribution from a known CDN, or an approved asset discovery tool. Low risk indicator.",No immediate containment required.,"1. Verify the traffic source and destination against approved application and backup schedules.
2. Confirm the CDN or destination is on the approved vendor list.
3. If confirmed legitimate: whitelist the traffic pattern to reduce future alert noise.
4. Document and close ticket as false positive or resolved.",Close - False Positive,Close - False Positive,YES
1044,2026-02-11T17:40:52Z,Network Monitoring,Unusual Network Traffic,Cisco Stealthwatch,MEDIUM,66,MEDIUM,Network Segment,Staff,egress spike;10x baseline;off hours,Egress traffic spike to 10x baseline overnight; destination IPs partially overlap with known CDN.,Network Anomaly,3.75,TA0010 - Exfiltration / TA0011 - Command and Control,T1048 - Exfiltration Over Alternative Protocol,N/A (post-exploitation exfiltration; no CVE applicable),Large outbound transfer after hours to an uncategorised destination is a high-fidelity exfiltration indicator. Volume and timing are inconsistent with normal business operations. Investigate the originating host for malware or insider threat activity.,Block outbound traffic from the originating host to the external destination at the perimeter firewall. Isolate the host if malware is suspected.,"1. Block outbound traffic from the source host to the external destination IP at the perimeter firewall.
2. Identify the originating process on the host responsible for the transfer via EDR telemetry.
3. Determine what data was transferred: classify the data type and sensitivity.
4. Check whether the destination IP is on any threat intel blacklist.
5. If malware is suspected as the cause: isolate the host and follow the Malware playbook.
6. If insider threat is suspected: preserve evidence, do not alert the user, and escalate to Tier-2 and HR.
7. Submit destination IP and any associated domains as IOCs.
8. File an incident report and determine whether a data breach notification is required.",Investigate,Investigate,YES
1045,2026-02-12T00:15:29Z,Network Monitoring,Unusual Network Traffic,Darktrace,CRITICAL,91,HIGH,Network Segment,Service,data exfiltration pattern;DNS tunnelling;blacklisted destination,Large-volume DNS tunnelling to known malicious domain; data exfiltration pattern confirmed by Darktrace.,Network Anomaly,9.5,TA0010 - Exfiltration / TA0011 - Command and Control,T1048 - Exfiltration Over Alternative Protocol,N/A (post-exploitation exfiltration; no CVE applicable),Large outbound transfer after hours to an uncategorised destination is a high-fidelity exfiltration indicator. Volume and timing are inconsistent with normal business operations. Investigate the originating host for malware or insider threat activity.,Block outbound traffic from the originating host to the external destination at the perimeter firewall. Isolate the host if malware is suspected.,"1. Block outbound traffic from the source host to the external destination IP at the perimeter firewall.
2. Identify the originating process on the host responsible for the transfer via EDR telemetry.
3. Determine what data was transferred: classify the data type and sensitivity.
4. Check whether the destination IP is on any threat intel blacklist.
5. If malware is suspected as the cause: isolate the host and follow the Malware playbook.
6. If insider threat is suspected: preserve evidence, do not alert the user, and escalate to Tier-2 and HR.
7. Submit destination IP and any associated domains as IOCs.
8. File an incident report and determine whether a data breach notification is required.",Escalate,Escalate,YES
1046,2026-02-12T07:50:06Z,Network Monitoring,Unusual Network Traffic,Palo Alto NGFW,HIGH,75,HIGH,Network Segment,Staff,non-standard port;encoded payload;no business justification,Traffic on port 8443 with encoded payload pattern; no approved application uses this port.,Network Anomaly,7.5,TA0010 - Exfiltration / TA0011 - Command and Control,T1095 - Non-Application Layer Protocol / T1571 - Non-Standard Port,CVE-2021-44228 (Log4Shell) or CVE-2021-26084 (Confluence RCE) - common vectors for establishing C2,Communication to a known-malicious or blacklisted IP on a non-standard port strongly indicates active C2 communication. The originating host should be treated as compromised. Non-standard ports are used to evade firewall rules that only inspect common ports.,Block the destination IP at the perimeter firewall immediately. Isolate the originating host via EDR.,"1. Block the C2 IP and any associated domains at the perimeter firewall.
2. Isolate the originating internal host via EDR quarantine.
3. Review the host for malware persistence mechanisms.
4. Decode and analyse any encoded payload captured in the traffic.
5. Check threat intel for the C2 IP — identify malware family if possible.
6. Review CVE-2021-44228 and CVE-2021-26084 patch status on the affected host.
7. Submit the C2 IP, port, and payload hash as IOCs.
8. Escalate to Tier-2 for full incident investigation.",Escalate,Escalate,YES
1047,2026-02-12T11:25:43Z,Network Monitoring,Unusual Network Traffic,Zeek IDS,LOW,24,LOW,Network Segment,Staff,routine backup;scheduled task;known destination,Network activity matches scheduled backup window to approved cloud backup destination.,Network Anomaly,1.0,TA0010 - Exfiltration / TA0011 - Command and Control,N/A - Likely false positive,N/A,"Traffic pattern is consistent with legitimate business activity: scheduled backup, software update distribution from a known CDN, or an approved asset discovery tool. Low risk indicator.",No immediate containment required.,"1. Verify the traffic source and destination against approved application and backup schedules.
2. Confirm the CDN or destination is on the approved vendor list.
3. If confirmed legitimate: whitelist the traffic pattern to reduce future alert noise.
4. Document and close ticket as false positive or resolved.",Close - Resolved,Close - Resolved,YES
1048,2026-02-12T15:00:20Z,Network Monitoring,Unusual Network Traffic,Cisco Stealthwatch,LOW,49,MEDIUM,Network Segment,Staff,internal scan;low intensity;asset discovery tool,Low-intensity internal scan attributed to approved asset discovery tool running on schedule.,Network Anomaly,1.5,TA0010 - Exfiltration / TA0011 - Command and Control,T1046 - Network Service Scanning,CVE-2017-0144 (EternalBlue/WannaCry) - commonly exploited after internal SMB scanning,Internal port scanning targeting the DMZ or other segments indicates an attacker or compromised host mapping the network for lateral movement opportunities. SMB scanning may indicate preparation for EternalBlue exploitation.,Block the scanning host from communicating with DMZ segment at the internal firewall. Investigate the scanning host for compromise.,"1. Block traffic from the scanning host to DMZ and other sensitive segments at the internal firewall.
2. Investigate the scanning host via EDR telemetry for the process responsible for the scan.
3. Determine whether the scan was generated by an approved asset discovery tool or unauthorised software.
4. If unauthorised: treat host as compromised and follow Malware playbook.
5. Review patch status for CVE-2017-0144 across all hosts in the scanned range.
6. Check for any successful connections made to open ports discovered during the scan.
7. Document findings and escalate to Tier-2 if compromise is confirmed.",Close - False Positive,Close - False Positive,YES
1049,2026-02-10T04:45:33Z,DLP Solution,Data Policy Violation,Microsoft Purview,CRITICAL,89,HIGH,File Share,Admin,bulk PII download;after hours;admin account;no justification,Admin account downloaded 2000 customer PII records at 11 PM with no approved business justification.,Policy Violation,9.5,TA0010 - Exfiltration / TA0009 - Collection,T1530 - Data from Cloud Storage / T1213 - Data from Information Repositories,N/A (insider threat; no CVE applicable),"Bulk download of PII or confidential records, especially after hours or near a departure date, is a strong insider threat indicator. This type of event may also trigger regulatory breach notification obligations depending on data volume and type (GDPR, HIPAA, CCPA).",Suspend the account pending investigation. Preserve access logs and file audit trail. Do NOT alert the user — preserve the investigation.,"1. Immediately preserve all access logs, file audit trails, and DLP reports related to this event.
2. Suspend the user account WITHOUT notifying the user to protect investigation integrity.
3. Identify precisely which files were downloaded: classify sensitivity and regulatory category (PII, PHI, financial).
4. Check whether the data was transmitted externally (email, cloud upload, USB) following the download.
5. Escalate to Tier-2, HR, and Legal immediately.
6. Determine whether regulatory breach notification is required (GDPR 72-hour window, HIPAA, CCPA).
7. Revoke all active sessions for the account.
8. Coordinate with Legal on evidence preservation before any device collection.",Escalate,Escalate,YES
1050,2026-02-10T09:30:07Z,DLP Solution,Data Policy Violation,Symantec DLP,HIGH,78,HIGH,Email System,Staff,SSN pattern;external email;personal domain,Email containing Social Security Number pattern sent by staff member to personal email domain.,Policy Violation,7.5,TA0010 - Exfiltration / TA0009 - Collection,T1530 - Data from Cloud Storage / T1213 - Data from Information Repositories,N/A (insider threat; no CVE applicable),"Bulk download of PII or confidential records, especially after hours or near a departure date, is a strong insider threat indicator. This type of event may also trigger regulatory breach notification obligations depending on data volume and type (GDPR, HIPAA, CCPA).",Suspend the account pending investigation. Preserve access logs and file audit trail. Do NOT alert the user — preserve the investigation.,"1. Immediately preserve all access logs, file audit trails, and DLP reports related to this event.
2. Suspend the user account WITHOUT notifying the user to protect investigation integrity.
3. Identify precisely which files were downloaded: classify sensitivity and regulatory category (PII, PHI, financial).
4. Check whether the data was transmitted externally (email, cloud upload, USB) following the download.
5. Escalate to Tier-2, HR, and Legal immediately.
6. Determine whether regulatory breach notification is required (GDPR 72-hour window, HIPAA, CCPA).
7. Revoke all active sessions for the account.
8. Coordinate with Legal on evidence preservation before any device collection.",Escalate,Escalate,YES
1051,2026-02-10T13:05:44Z,DLP Solution,Data Policy Violation,Forcepoint,MEDIUM,57,MEDIUM,Endpoint,Staff,USB write attempt;unapproved device;blocked by DLP,USB write attempt blocked; device not on approved hardware list; user claims personal device.,Policy Violation,3.75,TA0010 - Exfiltration / TA0009 - Collection,T1567.002 - Exfiltration to Cloud Storage / T1052 - Exfiltration Over Physical Medium,N/A (policy violation; no CVE applicable),Upload to personal cloud storage or write to unapproved removable media may indicate data exfiltration or careless policy breach. Severity depends on the sensitivity classification of the files involved. Unmanaged printers bypass DRM controls and create physical data exposure risk.,Block the personal cloud storage domain or USB device at endpoint DLP. Retrieve the print job output if possible.,"1. Identify the files involved and classify their sensitivity level.
2. Determine whether the upload or transfer was intentional or accidental.
3. Block the personal cloud storage domain or disable USB write access at endpoint DLP policy.
4. If file is sensitive: contact the user and their manager; initiate a data handling policy reminder.
5. If file is highly sensitive or PII: escalate to Tier-2 and Legal for breach assessment.
6. Remotely wipe or delete the uploaded data from the personal cloud account if accessible.
7. Document the incident and update DLP rules to prevent recurrence.
8. Provide targeted security awareness training to the user.",Investigate,Investigate,YES
1052,2026-02-10T17:40:21Z,DLP Solution,Data Policy Violation,Microsoft Purview,LOW,26,LOW,Cloud Storage,Staff,personal cloud upload;non-sensitive file;small volume,Small non-sensitive file uploaded to personal cloud storage; file classification: public.,Policy Violation,1.0,TA0010 - Exfiltration / TA0009 - Collection,T1567.002 - Exfiltration to Cloud Storage / T1052 - Exfiltration Over Physical Medium,N/A (policy violation; no CVE applicable),Upload to personal cloud storage or write to unapproved removable media may indicate data exfiltration or careless policy breach. Severity depends on the sensitivity classification of the files involved. Unmanaged printers bypass DRM controls and create physical data exposure risk.,Block the personal cloud storage domain or USB device at endpoint DLP. Retrieve the print job output if possible.,"1. Identify the files involved and classify their sensitivity level.
2. Determine whether the upload or transfer was intentional or accidental.
3. Block the personal cloud storage domain or disable USB write access at endpoint DLP policy.
4. If file is sensitive: contact the user and their manager; initiate a data handling policy reminder.
5. If file is highly sensitive or PII: escalate to Tier-2 and Legal for breach assessment.
6. Remotely wipe or delete the uploaded data from the personal cloud account if accessible.
7. Document the incident and update DLP rules to prevent recurrence.
8. Provide targeted security awareness training to the user.",Close - False Positive,Close - False Positive,YES
